一级规格	二级规格	三级规格	四级规格	规格描述	锐捷N18E-XB	锐捷N18E-HCA	华为MA5800G	差异	控标说明	锐捷参考位置	华为参考章节
Security Features	RADIUS	支持SAM/SMP/ACS服务器对接			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	RADIUS代理	支持代理下联NAS设备的认证代理			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	RADIUS代理	支持RADIUS代理配置AAA方法列表			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	RADIUS代理	支持代理用户的流量统计与上报			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	RADIUS代理	支持代理用户关联计费策略模板			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	RADIUS代理	RADIUS代理支持流量计费			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	SAVI	SAVI			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	SAVI	支持DHCPv6-ONLY模式			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	SAVI	支持DHCPv6-SLAAC模式			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	SAVI	支持SLAAC-ONLY模式			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	SAVI	支持缓存非法终端信息(非法ND Cache)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	SAVI	支持防NS/NA/RS/RA报文欺骗功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	SAVI	支持防私设IPv6地址			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	TACACS+	TACACS+			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	TACACS+	TACACS+支持EXEC授权			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	TACACS+	TACACS+支持IPv6			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	TACACS+	指定源IP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	安全防攻击	支持抗NULL SCAN攻击能力	ip deny null-scan功能	ip deny null-scan功能	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	安全防攻击	支持抗PING FLOOD攻击能力	ip defense icmp-flood功能	ip defense icmp-flood功能	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	安全防攻击	支持抗SYN FLOOD攻击能力	ip defense syn-flood功能	ip defense syn-flood功能	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	保护口	支持保护口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	二代Web认证支持Portal逃生			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	二代Web认证支持RADIUS服务器故障逃生			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	二代Web认证支持双ePortal+单RADIUS服务器			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	支持中移动portal规范			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	支持对接华为Portal协议			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	有线Web Portal V2.0			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	二代Web认证支持主备Portal			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	支持IPv6认证（V6转V4重定向）			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	IPv6单栈用户认证			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	IPv4/v6双栈用户认证			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	V6免认证（和portal单栈认证一起）			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	支持分布式重定向			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	二代Web认证	WEB认证支持流量计费			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	准入管控	接入模式准入管控			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	准入管控	网关模式准入管控			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	准入管控	网关模式准入管控（基于SuperVlan）			Y（仅极简X方案场景支持）	Y（仅极简X方案场景支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	基本特性	按用户分配帐号	username密码支持md5加密	username密码支持md5加密	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	基本特性	支持登录认证(password, none)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	基本特性	支持设置授予用户的文件操作权限			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	基本特性	限制允许远程登录的用户帐号			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	口令安全	口令生存期检查及重复使用次数限制			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	口令安全	强口令及口令最小长度检查			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	口令安全	支持AAA授权信息缓存检查			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	口令安全	静态口令加密传输、存储			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	全局IP+MAC绑定	支持配置全局IP+MAC绑定表项			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	Web认证支持设置免认证用户IP范围			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	Web认证支持设置免认证的网络资源IP范围			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	一代Web认证	一代支持双ePortal			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	对接ePortal、SMP服务器			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持BYOD解决方案	即支持web无感知认证	即支持web无感知认证	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持DHCP地址核查功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持HTTP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持HTTPS			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持IP+MAC用户过滤规则			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持仅IP模式用户过滤规则			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持和服务器间通讯加密和密钥的配置			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持指定重定向服务器的URL信息			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持服务器降噪功能	支持通过js脚本，区分浏览器和后台应用的http请求	支持通过js脚本，区分浏览器和后台应用的http请求	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持用户时长计费			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持用户链路断开时自动下线功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持设置免认证用户的MAC范围			Y（仅能逐条配置单个MAC，可以配置多条）	Y（仅能逐条配置单个MAC，可以配置多条）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持设置拦截的HTTP端口号			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	Web认证基础	支持设置直通ARP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端仿冒	支持（单个/批量）终端仿冒阻断和取消阻断		S6110/S6120性能不足， 未支持终端识别，下发阻断策略ACL	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	支持终端准入审批（同准入管控）			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	支持免管控口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	DHCP报文特征采集		默认采集，支持以原始报文上报；支持本地解析和上报option 12,option55，option60的属性；支持采集指定终端，采集数量和时间可配	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	DNS报文特征采集		默认上线采集10个，支持以原始报文上报；支持本地解析和上报DNS报文中的query name；支持采集指定终端，采集数量和时间可配	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	HTTP报文特征采集	支持以原始报文上报；支持采集指定终端，采集数量和时间可配	支持以原始报文上报；支持采集指定终端，采集数量和时间可配	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	LLDP报文特征采集		采集到的LLDP信息，默认采集，上报system-name和system description字段	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	mDNS报文特征采集		默认上线采集10个，支持以原始报文上报；支持本地解析和上报mDNS报文中的query name；支持采集指定终端，采集数量和时间可配	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	NetBIOS报文特征采集	默认上线采集10个，支持以原始报文上报；支持本地解析和上报NetBIOS报文中的hostname字段；支持采集指定终端，采集数量和时间可配	默认上线采集10个，支持以原始报文上报；支持本地解析和上报NetBIOS报文中的hostname字段；支持采集指定终端，采集数量和时间可配	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	SIP报文特征采集	默认上线采集10个，支持以原始报文上报；支持本地解析和上报SIP报文中的CALL-ID和USER-Agent；支持采集指定终端，采集数量和时间可配	默认上线采集10个，支持以原始报文上报；支持本地解析和上报SIP报文中的CALL-ID和USER-Agent；支持采集指定终端，采集数量和时间可配	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	主动扫描	端口扫描	端口扫描	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	支持NETCONF配置		支持通过NETCONF配置终端识别功能	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	支持控制器对账		支持控制器请求全部或指定终端的特征信息进行对账	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	终端在线管理		终端的上线，下线和迁移的管理	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	终端流量统计			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	终端识别功能开启与关闭	支持全局/基于子网/VXLAN开启或关闭终端识别功能	支持全局/基于子网/VXLAN开启或关闭终端识别功能	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	连续上行报文采集		根据SDWAN服务器的命令，上行报文采集，支持基于源目的MAC、源目的IP、协议号、端口进行过滤。以原始报文上报	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	终端识别	采集数据通过gRPC上报			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	ServiceChain	支持IPv4报文流量引流			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	ServiceChain	支持IPv6报文流量引流			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	ServiceChain	支持基于Etype和五元组信息引流			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	ServiceChain	支持流量统计			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	ServiceChain	支持路由模式(no sw 带IP模式)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	ServiceChain	支持透明模式(no sw 不带IP模式+桥模式)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	ServiceChain	支持透明模式(servicechain模式)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置用户组		EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置用户	支持IPv4/IPv6	EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置资源组		EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置资源	支持IPv4/IPv6资源配置管理。	EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置访问策略	支持用户组访问用户组、用户组访问资源组、用户访问用户组、用户访问资源组、用户组访问用户的策略配置管理	EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置例外vlan		EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置例外IPV4		EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持配置例外IPV6		EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
Security Features	分布式策略随行	支持策略随行生效模式	支持目的端模式(VXLAN分布式组网下)	EDN方案，需配合控制器使用	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Security Features
System Features	Python	支持Python3.x			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷独有	华为不支持Python	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	Python	支持通过Python进行CLI配置			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷独有	华为不支持Python	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	SD	支持SD卡保存日志			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	SD	支持外置SD卡备份软件版本			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	USB	支持usb2.0			Y（线卡无USB口，仅管理板上才有USB口）	Y（线卡无USB口，仅管理板上才有USB口）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	USB	支持usb3.0			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	USB	支持USB配置引导			Y（线卡无USB口，仅管理板上才有USB口）	Y（线卡无USB口，仅管理板上才有USB口）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	USB	支持U盘保存日志			Y（线卡无USB口，仅管理板上才有USB口）	Y（线卡无USB口，仅管理板上才有USB口）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	USB	支持U盘升级安装包			Y（线卡无USB口，仅管理板上才有USB口）	Y（线卡无USB口，仅管理板上才有USB口）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	USB	支持U盘导出配置			Y（线卡无USB口，仅管理板上才有USB口）	Y（线卡无USB口，仅管理板上才有USB口）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	版本升级	ISSU		箱式单机双管设备的不断流升级，当前园区仅支持管理板	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	版本升级	双boot备份			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	版本升级	支持11.x与12.x升降级			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	版本升级	支持一键升级（双机vsu不断流升级，upgrade auto命令）		限制条件： 1. 业务流量必须在主、备机上对称分布形成双链路冗余才能实现不断流效果（实际可能存在毫秒级断流，依赖对应冗余特性的收敛性能，如“VSU设备倒换AP流量收敛时间”） 2. 对于不存在主、备冗余的流量在升级过程中仍然会中断 3. 升级前后的版本必须保证进程级兼容	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	版本升级	支持安装包、升级包的完整性校验和完整性保护		安全红线3.0要求	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	版本升级	支持版本回滚			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	版本升级	支持版本自动同步			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	热补丁升级	支持函数级补丁			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	热补丁升级	支持热补丁包升级/回滚			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	热补丁升级	热补丁支持通过gRPC来升级			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	热补丁升级	热补丁支持通过MIB来升级			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
System Features	许可证管理	License 管理			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / System Features
VPN Features	EVPN	2类MAC/IP Advertisement			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	EVPN	3类Inclusive Multicast Ethernet Tag			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	EVPN	5类IP Prefix			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	EVPN	支持EVPN-RR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	EVPN	支持EVPN路由形成ECMP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	EVPN	支持VXLAN作为EVPN转发面			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	EVPN	通过3类/5类路由建立隧道			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	PPP	支持PPP的PAP/CHAP/MS-CHAP认证			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VPN Features	PPPoE Client	支持PPPOE client			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VPN Features
VXLAN Features	VXLAN	OR口不发送ICMP差错报文			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
VXLAN Features	VXLAN	VXLAN基础	创建VXLAN实例	创建VXLAN实例	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
VXLAN Features	VXLAN	支持Anycast-gateway			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
VXLAN Features	VXLAN	支持ARP代理	以网关MAC回复	以网关MAC回复	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
VXLAN Features	VXLAN	支持ARP代答	以真实MAC回复	以真实MAC回复	✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
VXLAN Features	VXLAN	支持EVPN建立Vxlan隧道			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
VXLAN Features	VXLAN	支持IPv4 over IPv4			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
VXLAN Features	VXLAN	支持IPv4 over IPv6			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / VXLAN Features
